name,company,location,average_salary
"Go Bac Giang_ Nhan Vien Quay Banh My, Banh Ngot",He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Bac Giang,5.5
Go Bac Giang_Nhan Vien Quan Ly Du Lieu Hop Dong 6 Thang,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Bac Giang,5.5
Go Phu Thanh - Nhan Vien An Ninh,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),TP HCM,5.5
Go Bac Giang _ Nhan Vien Thu Ngan,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Bac Giang,4.5
Sieu Thi Go!Hue - Nhan Vien Thoi Vu Tet Hang Thuc Pham Tuoi Song,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Thua Thien Hue,5.5
Nhan Vien Ban Hang Lam Thoi Vu Tet,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Binh Dinh,5.5
Security Manager Store Go! Big C - [South / North],He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Ha Noi,11.5
Security Manager Store Go! Big C - [South / North],He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Tra Vinh,11.5
Go Bac Giang_Nhan Vien Kho Giao Nhan,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Bac Giang,4.5
"Nhan Vien Ban Hang (Full / Part Time-Q2, Q7)",Cong Ty TNHH Paris Baguette Viet Nam,TP HCM,7.0
Big C Thang Long - Nhan Vien Banh My Banh Ngot,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Ha Noi,6.0
Truong Nhom Kinh Doanh,Cong Ty Co Phan Impac,Ha Noi,50.0
Go Hue - Nhan Vien Thoi Vu Tet 2023 - Di Lam Ngay,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Thua Thien Hue,6.5
Nhan Vien Bep Sandwich (Quan 7),Cong Ty TNHH Paris Baguette Viet Nam,TP HCM,6.0
"Nhan Vien Phu Bep (Q2, Q7)",Cong Ty TNHH Paris Baguette Viet Nam,TP HCM,7.0
Go Bac Giang_Nhan Vien Soan Hang Theo Don,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Bac Giang,4.5
Go! Phu Thanh - Thu Ky Giam Doc,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),TP HCM,8.0
Go Bac Giang_Nhan Vien Quay Thoi Trang Hop Dong 6 Thang,He Thong Big C Viet Nam (Cong Ty TNHH Dich Vu EB),Bac Giang,4.5
Nhan Vien Tu Van Ban Hang Co Ho Tro Luong Cung,Cong Ty TNHH Thiet Bi Hinh Anh Yen Tam,Ha Noi,12.5
Nhan Vien Tu Van Ban Hang Co Ho Tro Luong Cung,Cong Ty TNHH Thiet Bi Hinh Anh Yen Tam,TP HCM,12.5
Event Assistant - Nganh Hang Duoc Pham - Hop Dong 1 Nam,Abbott Viet Nam,TP HCM,12.0
[Dong Nai - Dong Thap - HCM] Chuyen Vien Quan He Khach Hang Ca Nhan,ABBank - Ngan Hang TMCP An Binh,TP HCM,11.0
[Dong Nai - Dong Thap - HCM] Chuyen Vien Quan He Khach Hang Ca Nhan,ABBank - Ngan Hang TMCP An Binh,Toan quoc,11.0
[Dong Nai - Dong Thap - HCM] Chuyen Vien Quan He Khach Hang Ca Nhan,ABBank - Ngan Hang TMCP An Binh,Dong Nai,11.0
[Dong Nai - Dong Thap - HCM] Chuyen Vien Quan He Khach Hang Ca Nhan,ABBank - Ngan Hang TMCP An Binh,Dong Thap,11.0
Lao Dong Pho Thong Van Hanh May,Cong Ty TNHH Thiet Ke Che Tao Khang Thinh,TP HCM,14.0
Nhan Vien Video Editor,Cong Ty TNHH Orro Home,TP HCM,12.5
Iso Staff / Nhan Vien Iso,Cong Ty TNHH Astee Horie VN,Binh Duong,12.0
"Nhan Vien Sale Online, Khong Co Kinh Nghiem Duoc Dao Tao 100% (Luong Upto 15 Trieu / Th)",Cong Ty TNHH Nong San Dung Ha,Ha Noi,11.0
"Nhan Vien Sale Online, Khong Co Kinh Nghiem Duoc Dao Tao 100% (Luong Upto 15 Trieu / Th)",Cong Ty TNHH Nong San Dung Ha,TP HCM,11.0
Nhan Vien Hanh Chinh Van Phong,Cong Ty Co Phan Dau Tu Phat Trien Van Hoa Va Do Thi,Ha Noi,7.0
Nhan Vien IT,Cong Ty Co Phan Xay Dung The Thao Tinh Phu Qui,TP HCM,9.0
Nhan Vien Quan Tri He Thong,Fashion Minh Thu (Cong ty TNHH TM Thoi Trang Minh Thu),TP HCM,13.5
Nhan Vien Ban Hang Thu Ngan,Cong Ty TNHH SX TM DV Nhat Minh Bakery,TP HCM,8.0
Nhan Vien Van Phong (Lam Viec Tai Duc Hoa - Long An),Cong Ty TNHH May Tai-Yuan,Long An,7.0
"Nhan Vien Ban Hang Thoi Trang Cao Cap (Quan 1, Quan 2, Quan 7)",Cong Ty TNHH Thoi Trang & My Pham Au Chau,TP HCM,8.0
Tro Ly Du An (Luong 10 - 25 Tr / Thang),Cong Ty Co Phan Tap Doan Giai Phap Viet Nam,Ha Noi,17.5
Tro Ly Chu Tich Hdqt (12-25 Trieu),Cong Ty Co Phan Tap Doan Giai Phap Viet Nam,Ha Noi,18.5
Truong Phong Marketing,Cong Ty TNHH Mot Thanh Vien Dau Tu Va Phat Trien Cong Nghe Vi Son,TP HCM,17.5
Nhan Vien Nghien Cuu Phat Trien San Pham (RD),Cong Ty TNHH Vina Pride Seafoods,TP HCM,17.0
Nhan Vien Nghien Cuu Phat Trien San Pham (RD),Cong Ty TNHH Vina Pride Seafoods,Long An,17.0
"Nhan Vien Ky Thuat Tai Bien Hoa, Dong Nai",He Thong Ban Le Viettel Store,Dong Nai,8.5
"Nhan Vien Ban Hang Tai Thu Dau Mot, Ben Cat, Binh Duong",He Thong Ban Le Viettel Store,Binh Duong,8.5
Nhan Vien Cham Soc Khach Hang,Cong Ty Co Phan Phan Phoi Thuc Pham Truy Xuat Nguon Goc An Phat,Ha Noi,12.5
Quan Ly San Xuat,Cong Ty Co Phan Phan Phoi Thuc Pham Truy Xuat Nguon Goc An Phat,Ha Noi,17.5
"Trinh Duoc Vien (Thuc Pham Chuc Nang, My Pham) - An Giang, Can Tho, TPHCM",Cong Ty TNHH Mega Lifesciences (Viet Nam),TP HCM,17.5
"Trinh Duoc Vien (Thuc Pham Chuc Nang, My Pham) - An Giang, Can Tho, TPHCM",Cong Ty TNHH Mega Lifesciences (Viet Nam),An Giang,17.5
"Trinh Duoc Vien (Thuc Pham Chuc Nang, My Pham) - An Giang, Can Tho, TPHCM",Cong Ty TNHH Mega Lifesciences (Viet Nam),Can Tho,17.5
"Nhan Vien HSE (Pccc, Atld, Moi Truong)",Cong Ty TNHH Chosun Vina,Dong Nai,12.5
Giao Vu,Trung Tam Dao Tao Hoc Sinh Gioi Khoi Nguyen,TP HCM,7.5
Brand Assistant - Pharmaceuticals - Work At Binh Duong,Abbott Viet Nam,Binh Duong,10.5
Nhan Vien Dat Lich Hen Su Kien (Khong Chot Sale - Chi Lam Viec Tai Van Phong) Thu Nhap Tu 12 - 20 Trieu,Cong Ty Co Phan Cau Lac Bo Ky Nghi Viet Nam,Ha Noi,16.0
"Nhan Vien Van Hanh May CNC - Khong Yeu Cau Kinh Nghiem, Bang Cap",Cong Ty TNHH Khuon Chinh Xac Natec,TP HCM,10.0
Nhan Vien Ky Thuat Dien (Lam Viec Tai Ha Noi),Cong Ty TNHH Thuong Mai Dien Tu Tin Hoc Ei,Ha Noi,10.0
Leader Telesale / Truong Nhom Tu Van - Thu Nhap Trung Binh 15-25 Trieu / Thang,Cong Ty Co Phan Duoc Pham Sakura,Ha Noi,18.5
To Truong Dich Vu Khach Hang - Tai Dong Nai,Cong Ty Co Phan Bao Bi Bien Hoa,Dong Nai,17.5
Nhan Vien Phu Bep (Cang Hang Khong Quoc Te Tan Son Nhat),Cong Ty Co Phan Dich Vu Hang Khong Taseco Sai Gon,TP HCM,9.0
Nhan Vien Pha Che (Cang Hang Khong Quoc Te Tan Son Nhat),Cong Ty Co Phan Dich Vu Hang Khong Taseco Sai Gon,TP HCM,9.0
Nhan Vien Ban Hang - Lam Dong,Cong Ty TNHH Koikeya Viet Nam,Lam Dong,9.0
Nhan Vien Ban Hang - Lam Dong,Cong Ty TNHH Koikeya Viet Nam,Toan quoc,9.0
Trinh Duoc Vien,Cong Ty TNHH Mot Thanh Vien Duoc Pham Va Thiet Bi Y Te Khang Tri,TP HCM,13.5
Nhan Vien Marketing Online Mua Ban Sua Chua May Tinh,Benh Vien May Tinh Net - Ngoc Le,TP HCM,14.0
[HCM] - Ke Toan Thuong Mai Dien Tu,Cong Ty Co Phan Maison Retail Management International,TP HCM,8.5
Nhan Vien Tu Van Ban Ve May Bay (Booker),Cong Ty TNHH Du Lich Lien Ket Toan Cau,TP HCM,13.5
Nhan Vien Tu Van,Cong Ty TNHH A Plus Market,TP HCM,16.0
Nhan Vien Ke Toan (Mitsubishi An Dan Ha Noi - Long Bien),Cong Ty Co Phan Dau Tu Thuong Mai An Dan Ha Noi,Ha Noi,10.5
Nhan Vien Phat Trien Thi Truong (HCM),Cong Ty TNHH Dau Tu SX Va Xnk Minh Duc,TP HCM,15.0
Chuyen Vien Bao Cao Quyet Toan Xuat Nhap Khau,Cong Ty TNHH Npv Express & Logistics,TP HCM,21.5
Nhan Vien Kinh Doanh Luong 15-20 Trieu - Di Lam Ngay Tai Binh Thanh - HCM,Cong Ty TNHH Healthy Homes Viet Nam,TP HCM,17.5
"Nhan Vien Van Hanh San Thuong Mai Dien Tu Shopee, Lazada, Tiki...",Cong Ty TNHH Bumas,Ha Noi,8.0
Nhan Vien Kinh Doanh Thu Nhap Len Den 10 Trieu / Thang,Cong Ty TNHH MTV Quy Tieu Dung Thanh Hoa,Thanh Hoa,13.5
Tai Xe Lai Xe 15 Cho - Di Lam Ngay,Cong Ty TNHH Ha Hoang,Ha Noi,8.5
Tho Co Khi,Cong Ty TNHH Co Khi & Xay Dung The Ky,Binh Duong,8.5
Cua Hang Truong Co.Opsmile,Lien Hiep Hop Tac Xa TM TP Ho Chi Minh (Sai Gon Co-op),TP HCM,9.5
Ky Su Kinh Doanh,Cong Ty TNHH Deviwas,Ha Noi,17.5
Nhan Vien Dieu Hanh Tour (Operator),Cong Ty TNHH MTV Du Ngoan The Gioi,TP HCM,12.5
Ke Toan Truong,Cong Ty TNHH MTV Ket Cau Thep Chuong Duong,Dong Nai,17.5
Nhan Vien Thu Hoi No (Thu Nhap 12 - 15 Trieu),Cong Ty TNHH Viaconto,TP HCM,13.5
Quan Ly Bep An Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),TP HCM,12.5
Quan Ly Bep An Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),Bac Ninh,12.5
Quan Ly Bep An Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),Hai Duong,12.5
Quan Ly Bep An Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),Hai Phong,12.5
Quan Ly Bep An Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),Hung Yen,12.5
Bep Truong - Bep Chinh Bep Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),TP HCM,12.5
Bep Truong - Bep Chinh Bep Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),Binh Duong,12.5
Bep Truong - Bep Chinh Bep Cong Nghiep (Thu Nhap 10-15 Trieu),Kizuna Group (Cong Ty TNHH Thuong Mai - Dich Vu Hoa Mai),Dong Nai,12.5
Nhan Vien IT (Phan Mem),Cong Ty TNHH Pouyuen Viet Nam,TP HCM,16.5
Nhan Vien Kinh Doanh (Kenh Giao Hang Tan Nha) Tai HCM,Cong Ty TNHH Yakult Viet Nam,TP HCM,12.0
Nhan Vien Kinh Doanh [Dong Nai],Cong Ty TNHH San Xuat Toan Cau Lixil Viet Nam,Dong Nai,8.5
Nhan Vien Ke Toan,Cong Ty TNHH San Xuat Toan Cau Lixil Viet Nam,Dong Nai,10.0
Nhan Vien Cham Soc Khach Hang,Cong Ty TNHH Dich Vu Va Quan Ly Bat Dong San Tan Tam,Ha Noi,10.0
Nhan Vien Kinh Doanh - Lam Viec Tai Kcn Viet Huong (Biet Tieng Trung),Cong ty Co phan Viet Huong,Binh Duong,17.5
Tro Ly Giam Doc - Muc Luong Len Den 15 Trieu (Tai Thanh Pho Ho Chi Minh),Cong Ty Co Phan Nang Luong Xanh Chau A,TP HCM,11.5
Nhan Vien Ke Toan Kho,Cong Ty TNHH Thuong Mai Xuat Nhap Khau Quoc Te Minh Giang,Hai Phong,12.5
Ke Toan Truong,Cong Ty Co Phan Thuong Mai Vps,Ha Noi,14.0
Nhan Vien Tu Van Tuyen Sinh - Ha Noi,Truong Mam Non Tu Thuc Nhung Ngon Tay Bay (Flying Fingers School),Ha Noi,7.0
Nhan Vien Thuong Mai Dien Tu - IT,Cong Ty CP Sai Gon Tam Tam,TP HCM,8.5
Sale Admin,Cong Ty TNHH Hoa Viet,TP HCM,11.0
Truong Nhom PG Activation Thoi Vu 6 Thang,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,Ha Noi,9.5
Truong Nhom PG Activation Thoi Vu 6 Thang,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,TP HCM,9.5
Truong Nhom PG Activation Thoi Vu 6 Thang,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,Binh Duong,9.5
Truong Nhom PG Activation Thoi Vu 6 Thang,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,Nam Dinh,9.5
Truong Nhom PG Activation Thoi Vu 6 Thang,Cong Ty Co Phan Thuc Pham Dinh Duong Nutifood Binh Duong,Ninh Binh,9.5
Nhan Vien Tu Van Tin Dung (Khong Can Kinh Nghiem),Shinhan Finace,TP HCM,14.0
Officer Leader - Tieng Nhat - Ha Noi (1000 - 1200 Usd),Cong Ty TNHH Phat Trien Nhan Luc Quoc Gia Hrvalu,Ha Noi,23.0
Sales Tour Inbound,Cong Ty TNHH Dich Vu Va Du Lich Vietnam Travel Expert,Ha Noi,16.0
Giao Vien Mam Non - Aeon Binh Tan,Mam Non Song Ngu - Golden Window Kids,TP HCM,8.5
Nhan Vien Kinh Doanh - Sales Executive,Cong Ty TNHH Yue Fong,TP HCM,13.5
[HCM - Ha Noi - Dong Nam Bo] - Kimbery Clark - Nhan Vien Tu Van Ban Hang - Kenh Sieu Thi,Talentnet Corporation (Cong Ty CP Ket Noi Nhan Tai),Ha Noi,8.5
[HCM - Ha Noi - Dong Nam Bo] - Kimbery Clark - Nhan Vien Tu Van Ban Hang - Kenh Sieu Thi,Talentnet Corporation (Cong Ty CP Ket Noi Nhan Tai),TP HCM,8.5
[HCM - Ha Noi - Dong Nam Bo] - Kimbery Clark - Nhan Vien Tu Van Ban Hang - Kenh Sieu Thi,Talentnet Corporation (Cong Ty CP Ket Noi Nhan Tai),Binh Duong,8.5
[HCM - Ha Noi - Dong Nam Bo] - Kimbery Clark - Nhan Vien Tu Van Ban Hang - Kenh Sieu Thi,Talentnet Corporation (Cong Ty CP Ket Noi Nhan Tai),Tay Ninh,8.5
Ke Toan Tong Hop Luong Co The 20 Trieu,Cong Ty Co Phan Cong Nghiep Nacomec,Ha Noi,17.5
Ke Toan Noi Bo,Cong Ty Co Phan Lu Hanh Du Lich Hung Vuong,Ha Noi,11.5
Ky Su Phong Chay Chua Chay (15 - 20 Trieu),Cong Ty Co Phan Tap Doan Cong Nghiep Viet,Ha Noi,17.5
Senior Telesales Trainer Specialist,Cong Ty Tai Chinh TNHH Ngan Hang Viet Nam Thinh Vuong SMBC,TP HCM,17.0
"Nhan Vien Kinh Doanh (Cho Tot Xe) - Nghi Thu 7, Cn",Cong Ty Tnhh Cho Tot,Ha Noi,11.5
Kien Truc Su - Thiet Ke Cac Cong Trinh Dan Dung,Cong Ty Co Phan Tu Van Thiet Ke Xay Dung Dan Dung Va Cong Nghiep Ha Noi,Ha Noi,16.0
"Nhan Vien Kinh Doanh, Nghi Thu 7 & Cn, Luong Cb 12Tr / Thang",Cong Ty Co Phan Cnv Holdings,TP HCM,21.5
Nhan Vien Dieu Hanh Tour Inbound,Cong Ty TNHH Mot Thanh Vien Dich Vu Du Lich Sao Viet Nam,Ha Noi,9.5
Kiem Toan Vien- Ba Ria - Vung Tau,Cong Ty TNHH Kiem Toan Fac - Chi Nhanh De Nhat,Ba Ria - Vung Tau,22.5
"Nhan Vien Trang Tri Su Kien Sinh Nhat, Khai Truong",Cong Ty TNHH Thuong Mai Loli,Ha Noi,11.0
"Nhan Vien Kho Tai Ben Luc, Long An",Cong Ty Co Phan Giai Phap Ky Thuat Nam Viet,Long An,8.5
Ke Toan Cong No Thu Nhap Tu 10 Trieu - 12 Trieu,Cong Ty Co Phan Xay Dung Cong Nghe Tuan Hung,Ha Noi,11.0
Tai Xe Lai Xe Buyt Dau D Tro Len,Saigonbus - Cong Ty CP Xe Khach Sai Gon,TP HCM,11.5
Nhan Vien Tu Van Qua Dien Thoai,Cong Ty TNHH Quess Corp Viet Nam,TP HCM,16.0
Nhan Vien Bao Tri - Bao Duong Dien (HCM),Cong Ty TNHH Aeon Fantasy Viet Nam,TP HCM,8.5
Nhan Vien Van Hanh Khu Vui Choi,Cong Ty TNHH Aeon Fantasy Viet Nam,Ha Noi,9.0
Nhan Vien Van Hanh Khu Vui Choi,Cong Ty TNHH Aeon Fantasy Viet Nam,Hai Phong,9.0
[Dai-Ichi Life Vietnam] Nhan Vien Tu Van Khach Hang Tai Tan Phu,Cong Ty TNHH MTV An Phat Cuong Thinh (Dai-Ichi Chi Nhanh Binh Tan),TP HCM,12.5
Chuyen Vien Phat Trien Thi Truong Mang Xay Dung Nha Cong Nghiep (Biet Tieng Trung),Cong Ty TNHH Tap Doan Xay Dung Delta,Ha Noi,22.5
Nhan Vien Ban Xang Tai Go Vap,Cong Ty TNHH TM DV Hdtv,TP HCM,7.5
Ky Su Thiet Ke Co Khi Thu Nhap Tren 20 Trieu,Cong Ty TNHH Cit Vina,Bac Ninh,20.0
Ky Su Thuy Loi - Giao Thong Tai Cong Trinh Va Tai Van Phong O Nghe An,Cong Ty TNHH Minh Quang,Nghe An,10.0
"Nhan Vien Ban Hang Nha Sach Tai Long Bien, Ha Noi",Cong Ty Co Phan Van Hoa Va Truyen Thong Hung Tri,Ha Noi,7.0
Nhan Vien Tu Van Tuyen Sinh Quan 2 - Quan 7 - Quan 9,Cong Ty Co Phan Giao Duc Ca Chua Do,TP HCM,11.0
Giao Vien Mam Non (Quan 2- Quan 7- Quan 9) Di Lam Ngay,Cong Ty Co Phan Giao Duc Ca Chua Do,TP HCM,8.5
Chuyen Vien Tu Van Tai Chinh Bancassurance Tai Binh Phuoc / Tay Ninh / Binh Duong (Vietcombank),Cong Ty Bao Hiem Nhan Tho Fwd Viet Nam,Binh Duong,20.0
Chuyen Vien Tu Van Tai Chinh Bancassurance Tai Binh Phuoc / Tay Ninh / Binh Duong (Vietcombank),Cong Ty Bao Hiem Nhan Tho Fwd Viet Nam,Binh Phuoc,20.0
Chuyen Vien Tu Van Tai Chinh Bancassurance Tai Binh Phuoc / Tay Ninh / Binh Duong (Vietcombank),Cong Ty Bao Hiem Nhan Tho Fwd Viet Nam,Tay Ninh,20.0
Nhan Vien Tu Van Ban Hang O To Mazda Thu Nhap 15-20 Trieu / Thang,Mazda Lang Ha,Ha Noi,17.5
"Nhan Vien Ke Hoach San Xuat [ Tu Son, Bac Ninh]",Cong Ty TNHH Thiet Bi Dien 3C Cong Nghiep,Bac Ninh,8.5
Nhan Vien Giao Nhan Hang Hoa (Tai Ha Noi) Di Lam Ngay,Cong Ty TNHH Bay Quoc Te,Ha Noi,11.0
Ke Toan Khai Bao Thue,Cong Ty TNHH Nhua Vi Hung,TP HCM,9.0
Nhan Vien Tu Van Tai Van Phong (Khong Yeu Cau Kinh Nghiem),Cong Ty TNHH MTV Mt Finance,Hai Phong,14.0
NV Cham Soc Khach Hang (Lam Tai Cat Linh - Ba Dinh),Cong Ty TNHH Transcosmos Viet Nam,Ha Noi,8.0
Nhan Vien Ky Thuat Tu Dong Hoa,Cong Ty TNHH Advansol,Hai Phong,12.5
Nhan Vien Content Marketing (Du Lich),Cong Ty Co Phan Nadova Group,Ha Noi,11.0
Nhan Vien Ban Thuoc Tay - Uu Tien Duoc Moi Ra Truong,Nha Thuoc Lan Anh,TP HCM,7.5
Ke Toan Tong Hop,Cong Ty Co Phan Dau Tu Dtc,Ha Noi,12.5
Nhan Vien Ke Hoach,Cong Ty Co Phan Dau Tu Dtc,Ha Noi,12.5
Ky Su Co Khi Thu Nhap Tu 10 - 15 Trieu / Thang,Cong Ty Co Phan Dau Tu Dtc,Ha Noi,12.5
Tai Xe Lai Xe,Cong Ty Co Phan Dau Tu Dtc,Ha Noi,8.5
"Brand Marketing Executive (Food, Confectionery Products)- Phu Nhuan, HCM",Cong Ty TNHH Lotte Viet Nam,TP HCM,19.0
"Brand Marketing Specialist (Food, Confectionery Products)- Phu Nhuan, HCM",Cong Ty TNHH Lotte Viet Nam,TP HCM,12.0
Demand Planner (Long An),Cong Ty TNHH Nutreco International (Viet Nam),Long An,25.0
Quan Ly San Xuat (Ha Nam) Phong Van Di Lam Sau Tet,Cong Ty Co Phan Co Khi Truong Giang,Ha Nam,15.0
Ky Thuat Vien Lap Trinh File CNC Noi That,Cong Ty TNHH Xay Dung-Thiet Ke-Trang Tri Noi That Phu Thuan,Long An,15.5
Nhan Vien Ky Thuat Co Dien Tu (Lam Tai Q.11),Cong Ty TNHH TM Quoc Te De Duong,TP HCM,9.0
Nhan Vien Phu Trach PR - Marketing - Content (Linh Vuc Nghe Thuat - Thoi Trang - Giai Tri),Cong Ty Co Phan Tap Doan Khat Vong Viet Nam,Ha Noi,8.5
"Ky Su Dien, Dien Lanh, Co Khi (Chap Nhan Tho Phu) Tai Da Lat, Buon Me Thuot, Nha Trang",Cong Ty Co Phan Ky Thuat - Thuong Mai Thuan Phong,Khanh Hoa,10.5
"Ky Su Dien, Dien Lanh, Co Khi (Chap Nhan Tho Phu) Tai Da Lat, Buon Me Thuot, Nha Trang",Cong Ty Co Phan Ky Thuat - Thuong Mai Thuan Phong,Lam Dong,10.5
"Ky Su Dien, Dien Lanh, Co Khi (Chap Nhan Tho Phu) Tai Da Lat, Buon Me Thuot, Nha Trang",Cong Ty Co Phan Ky Thuat - Thuong Mai Thuan Phong,Dak Lak,10.5
Chuyen Vien Moi Truong Thu Nhap Len Den 12 Trieu,Cong Ty TNHH Thuong Mai Va Dau Tu Lhc Viet Nam,Ha Noi,10.5
Thong Dich Vien Tieng Han,Cong Ty TNHH Kiss Viet Nam Apparel,Binh Duong,17.5
Nhan Vien Tong Vu Kiem Nhap Ban Ve Nha Go Cad,Cong Ty TNHH Wood Luck Viet Nam,TP HCM,11.5
Nhan Vien Kinh Doanh Dich Vu Oto,Cong Ty TNHH Lien Hop Van Tai Va Du Lich Vitraco,Da Nang,12.5
[Phong Van Online - Nhan Viec Ngay] Nhan Vien Ban Hang Tai Trung Tam Sieu Thi Dien May Khu Vuc Mien Bac,Cong Ty TNHH TM Xnk Nguon Song Viet,Ha Noi,9.5
[Phong Van Online - Nhan Viec Ngay] Nhan Vien Ban Hang Tai Trung Tam Sieu Thi Dien May Khu Vuc Mien Bac,Cong Ty TNHH TM Xnk Nguon Song Viet,Hai Duong,9.5
[Phong Van Online - Nhan Viec Ngay] Nhan Vien Ban Hang Tai Trung Tam Sieu Thi Dien May Khu Vuc Mien Bac,Cong Ty TNHH TM Xnk Nguon Song Viet,Nghe An,9.5
[Phong Van Online - Nhan Viec Ngay] Nhan Vien Ban Hang Tai Trung Tam Sieu Thi Dien May Khu Vuc Mien Bac,Cong Ty TNHH TM Xnk Nguon Song Viet,Quang Binh,9.5
[Phong Van Online - Nhan Viec Ngay] Nhan Vien Ban Hang Tai Trung Tam Sieu Thi Dien May Khu Vuc Mien Bac,Cong Ty TNHH TM Xnk Nguon Song Viet,Quang Ninh,9.5
Nam Nhan Vien Livestream / Quay Video Cho Trung Tam Tham My,CONG TY TNHH SAI GON NEW BEAUTY CENTER,TP HCM,12.5
Dieu Duong Phu Mo (Trung Tam Tham My),CONG TY TNHH SAI GON NEW BEAUTY CENTER,TP HCM,11.5
Bep Truong - Truong Mam Non,Cong Ty TNHH Dich Vu Giao Duc Kllk (Thanh Pho Ho Chi Minh),TP HCM,12.5
Ke Toan Xuat Nhap Khau (Phong Van Di Lam Ngay),Cong Ty TNHH Eximani Viet Nam,Ha Noi,9.0
"Ky Su Hien Truong, Thiet Ke Cau Duong",Cong Ty Tnhh Mot Thanh Vien Xay Dung Nam Thanh,Binh Phuoc,16.0
Nhan Vien Kinh Doanh,Cong Ty Co Phan Dau Tu Xay Dung Toan Phat,Ha Noi,11.0
(Nu) Nhan Vien Tu Van Ban Hang - Quan 12 - Di Lam Ngay,Cong Ty TNHH Thuong Mai Dich Vu Minh Phu Falico,TP HCM,11.0
"Nhan Vien Kinh Doanh Vac Xin Tp HCM,  Nghe An",Cong Ty Co Phan Vac Xin Va Sinh Pham Nam Hung Viet,TP HCM,14.0
"Nhan Vien Kinh Doanh Vac Xin Tp HCM,  Nghe An",Cong Ty Co Phan Vac Xin Va Sinh Pham Nam Hung Viet,Nghe An,14.0
Nhan Vien Ky Thuat Phan Mem Ban Hang Va Camera,Cong Ty TNHH Cong Nghe Viet 24H,TP HCM,10.0
"Kien Truc Su, Cong Trinh Dan Dung - Luong Up To 19Tr",Cong Ty TNHH Thiet Ke Toan Cau R Viet Nam,Ha Noi,15.5
Nhan Vien Ban Hang Tai Sieu Thi - Di Lam Ngay,Cong Ty TNHH Cong Nghe Minh Khanh An,Ha Noi,7.0
"Nhan Vien Ke Toan [ Phu Ly, Ha Nam ]",Cong Ty Co Phan Dinh Duong Vincofeed,Ha Nam,12.5
"Nhan Vien Kinh Doanh - Lam Tai HCM, Ha Noi",Cong Ty TNHH Giai Phap Cong Nghe Kingcode,Ha Noi,19.0
"Nhan Vien Kinh Doanh - Lam Tai HCM, Ha Noi",Cong Ty TNHH Giai Phap Cong Nghe Kingcode,TP HCM,19.0
Nhan Vien Thiet Ke Noi That (Nganh Go),Cong Ty TNHH Scansia Pacific,Dong Nai,14.0
Nhan Vien Pha Che Tai Binh Chanh,Cong Ty TNHH Thuong Mai Dich Vu Dau Tu Ly Gia,TP HCM,7.0
Tong Quan Ly Bep,Cong Ty TNHH Thuong Mai Dich Vu Liber,TP HCM,32.5
Ke Toan Truong Tiem Nang (Hung Yen) - Co The Nhan Viec Sau Tet,Cong Ty TNHH Tls Plastic,Ha Noi,15.0
Ke Toan Truong Tiem Nang (Hung Yen) - Co The Nhan Viec Sau Tet,Cong Ty TNHH Tls Plastic,Hung Yen,15.0
Trade Marketing,Cong Ty TNHH Thuong Mai Va Dich Vu Wonmom,TP HCM,24.0
Nhan Vien Kinh Doanh Ban Phat Trien Chi Nhanh Vinh,Cong Ty TNHH Yakult Viet Nam,Nghe An,15.0
Ke Toan Vien,Cong Ty Co Phan Xay Dung Va Co Dien A Dong,Ha Noi,8.5
